Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,Competition
175,2015-03-22,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-03-21,6027,760,1,0,0,0,c,a,4130.0,0,1.0
175,2015-03-20,6741,705,1,1,0,0,c,a,4130.0,0,1.0
175,2015-03-19,5715,664,1,1,0,0,c,a,4130.0,0,1.0
175,2015-03-18,5517,659,1,1,0,0,c,a,4130.0,0,1.0
175,2015-03-17,7207,798,1,1,0,0,c,a,4130.0,0,1.0
175,2015-03-16,7984,802,1,1,0,0,c,a,4130.0,0,1.0
175,2015-03-15,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-03-14,5670,711,1,0,0,0,c,a,4130.0,0,1.0
175,2015-03-13,5276,598,1,0,0,1,c,a,4130.0,0,1.0
175,2015-03-12,4560,604,1,0,0,1,c,a,4130.0,0,1.0
175,2015-03-11,4164,584,1,0,0,1,c,a,4130.0,0,1.0
175,2015-03-10,4398,560,1,0,0,1,c,a,4130.0,0,1.0
175,2015-03-09,4686,665,1,0,0,1,c,a,4130.0,0,1.0
175,2015-03-08,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-03-07,6256,751,1,0,0,0,c,a,4130.0,0,1.0
175,2015-03-06,5823,695,1,1,0,1,c,a,4130.0,0,1.0
175,2015-03-05,5794,677,1,1,0,1,c,a,4130.0,0,1.0
175,2015-03-04,6037,625,1,1,0,1,c,a,4130.0,0,1.0
175,2015-03-03,6718,697,1,1,0,1,c,a,4130.0,0,1.0
175,2015-03-02,8134,842,1,1,0,1,c,a,4130.0,0,1.0
175,2015-03-01,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-02-28,7660,865,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-27,5317,622,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-26,5367,668,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-25,5120,623,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-24,4146,538,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-23,4922,635,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-22,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-02-21,5611,730,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-20,6085,675,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-19,5862,655,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-18,6435,706,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-17,6980,732,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-16,7964,828,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-15,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-02-14,6622,804,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-13,5044,630,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-12,4084,563,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-11,4367,582,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-10,4959,634,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-09,4926,639,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-08,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-02-07,5545,709,1,0,0,0,c,a,4130.0,0,1.0
175,2015-02-06,6416,750,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-05,5640,663,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-04,6353,680,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-03,6426,705,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-02,7296,810,1,1,0,0,c,a,4130.0,0,1.0
175,2015-02-01,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-01-31,6491,775,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-30,7431,769,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-29,5912,673,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-28,5445,587,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-27,6607,731,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-26,6308,687,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-25,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-01-24,5648,709,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-23,4196,591,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-22,4491,587,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-21,4060,549,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-20,4611,598,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-19,4465,609,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-18,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-01-17,6058,759,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-16,6314,707,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-15,5424,598,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-14,5628,630,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-13,5628,629,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-12,6546,702,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-11,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-01-10,5040,646,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-09,4364,524,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-08,4361,541,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-07,5792,651,1,1,0,0,c,a,4130.0,0,1.0
175,2015-01-06,6277,737,1,1,0,1,c,a,4130.0,0,1.0
175,2015-01-05,6813,778,1,1,0,1,c,a,4130.0,0,1.0
175,2015-01-04,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2015-01-03,5653,684,1,0,0,0,c,a,4130.0,0,1.0
175,2015-01-02,4510,609,1,0,0,1,c,a,4130.0,0,1.0
175,2015-01-01,0,0,0,0,a,1,c,a,4130.0,0,1.0
175,2014-12-31,4745,576,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-30,7179,833,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-29,6918,734,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-28,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-12-27,6633,829,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-26,0,0,0,0,c,1,c,a,4130.0,0,1.0
175,2014-12-25,0,0,0,0,c,1,c,a,4130.0,0,1.0
175,2014-12-24,5697,706,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-23,9561,1042,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-22,6331,658,1,0,0,1,c,a,4130.0,0,1.0
175,2014-12-21,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-12-20,7156,826,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-19,7979,798,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-18,7573,809,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-17,6767,717,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-16,7894,789,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-15,8612,861,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-14,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-12-13,6554,834,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-12,5114,620,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-11,5343,652,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-10,4370,588,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-09,4824,619,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-08,5473,673,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-07,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-12-06,7160,863,1,0,0,0,c,a,4130.0,0,1.0
175,2014-12-05,8392,877,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-04,6898,721,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-03,6662,696,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-02,7590,742,1,1,0,0,c,a,4130.0,0,1.0
175,2014-12-01,8111,791,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-30,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-11-29,8681,920,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-28,7242,746,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-27,7084,715,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-26,5983,681,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-25,6426,682,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-24,7389,782,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-23,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-11-22,5736,743,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-21,4436,569,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-20,4806,581,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-19,4522,594,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-18,4195,616,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-17,5104,651,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-16,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-11-15,6520,812,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-14,6619,743,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-13,6207,682,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-12,5687,633,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-11,6175,702,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-10,6634,735,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-09,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-11-08,5798,783,1,0,0,0,c,a,4130.0,0,1.0
175,2014-11-07,6113,710,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-06,6620,674,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-05,5896,665,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-04,6457,737,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-03,7952,839,1,1,0,0,c,a,4130.0,0,1.0
175,2014-11-02,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-11-01,6400,815,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-31,5825,796,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-30,5109,675,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-29,4354,550,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-28,4890,598,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-27,4618,677,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-26,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-10-25,5072,702,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-24,5305,637,1,1,0,1,c,a,4130.0,0,1.0
175,2014-10-23,5274,641,1,1,0,1,c,a,4130.0,0,1.0
175,2014-10-22,6075,684,1,1,0,1,c,a,4130.0,0,1.0
175,2014-10-21,5785,646,1,1,0,1,c,a,4130.0,0,1.0
175,2014-10-20,6507,743,1,1,0,1,c,a,4130.0,0,1.0
175,2014-10-19,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-10-18,5194,704,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-17,4435,569,1,0,0,1,c,a,4130.0,0,1.0
175,2014-10-16,4271,558,1,0,0,1,c,a,4130.0,0,1.0
175,2014-10-15,3980,546,1,0,0,1,c,a,4130.0,0,1.0
175,2014-10-14,4488,620,1,0,0,1,c,a,4130.0,0,1.0
175,2014-10-13,4833,641,1,0,0,1,c,a,4130.0,0,1.0
175,2014-10-12,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-10-11,6396,782,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-10,6963,782,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-09,6439,721,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-08,5941,648,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-07,6428,694,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-06,6539,748,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-05,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-10-04,7618,939,1,0,0,0,c,a,4130.0,0,1.0
175,2014-10-03,0,0,0,1,a,0,c,a,4130.0,0,1.0
175,2014-10-02,7609,839,1,1,0,0,c,a,4130.0,0,1.0
175,2014-10-01,6595,714,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-30,7345,772,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-29,7167,770,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-28,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-09-27,6208,829,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-26,5154,652,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-25,4522,609,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-24,4191,582,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-23,3814,566,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-22,4727,650,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-21,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-09-20,5144,738,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-19,6513,735,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-18,6029,734,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-17,5768,708,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-16,6580,723,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-15,8130,820,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-14,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-09-13,5674,739,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-12,4418,620,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-11,4328,587,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-10,4056,543,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-09,4264,568,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-08,4678,669,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-07,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-09-06,5501,727,1,0,0,0,c,a,4130.0,0,1.0
175,2014-09-05,6926,766,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-04,6392,754,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-03,6809,745,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-02,7670,778,1,1,0,0,c,a,4130.0,0,1.0
175,2014-09-01,8947,873,1,1,0,0,c,a,4130.0,0,1.0
175,2014-08-31,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-08-30,6716,800,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-29,5442,648,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-28,4613,598,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-27,3909,535,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-26,4308,576,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-25,4529,632,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-24,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-08-23,4988,694,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-22,5714,655,1,1,0,0,c,a,4130.0,0,1.0
175,2014-08-21,5674,681,1,1,0,0,c,a,4130.0,0,1.0
175,2014-08-20,5515,680,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-19,6450,720,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-18,7151,768,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-17,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-08-16,4903,685,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-15,5047,621,1,0,0,1,c,a,4130.0,0,1.0
175,2014-08-14,4264,587,1,0,0,1,c,a,4130.0,0,1.0
175,2014-08-13,4487,570,1,0,0,1,c,a,4130.0,0,1.0
175,2014-08-12,4384,583,1,0,0,1,c,a,4130.0,0,1.0
175,2014-08-11,4823,679,1,0,0,1,c,a,4130.0,0,1.0
175,2014-08-10,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-08-09,4779,646,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-08,5972,649,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-07,5762,643,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-06,5823,643,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-05,5699,642,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-04,7010,775,1,1,0,1,c,a,4130.0,0,1.0
175,2014-08-03,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-08-02,5937,710,1,0,0,0,c,a,4130.0,0,1.0
175,2014-08-01,6502,742,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-31,6683,663,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-30,5766,603,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-29,6350,681,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-28,6716,745,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-27,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-07-26,5054,686,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-25,4409,547,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-24,3542,498,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-23,4002,527,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-22,4581,581,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-21,5171,651,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-20,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-07-19,5177,669,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-18,5273,663,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-17,5859,678,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-16,6544,717,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-15,6498,687,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-14,7421,770,1,1,0,1,c,a,4130.0,0,1.0
175,2014-07-13,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-07-12,6407,780,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-11,5775,695,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-10,5540,695,1,0,0,1,c,a,4130.0,0,1.0
175,2014-07-09,5204,639,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-08,5006,668,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-07,5130,683,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-06,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-07-05,5680,712,1,0,0,0,c,a,4130.0,0,1.0
175,2014-07-04,6375,736,1,1,0,0,c,a,4130.0,0,1.0
175,2014-07-03,6298,745,1,1,0,0,c,a,4130.0,0,1.0
175,2014-07-02,6482,732,1,1,0,0,c,a,4130.0,0,1.0
175,2014-07-01,7164,773,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-30,8573,855,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-29,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-06-28,6609,794,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-27,5995,715,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-26,4290,625,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-25,4977,648,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-24,4061,573,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-23,4832,657,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-22,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-06-21,5636,713,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-20,6779,734,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-19,5071,645,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-18,6264,682,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-17,6985,753,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-16,7413,813,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-15,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-06-14,6024,796,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-13,5113,597,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-12,5293,667,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-11,5246,694,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-10,6621,818,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-09,0,0,0,0,a,0,c,a,4130.0,0,1.0
175,2014-06-08,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-06-07,6634,858,1,0,0,0,c,a,4130.0,0,1.0
175,2014-06-06,7253,828,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-05,6829,706,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-04,7057,762,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-03,7431,800,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-02,7711,819,1,1,0,0,c,a,4130.0,0,1.0
175,2014-06-01,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-05-31,6272,791,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-30,7243,836,1,0,0,1,c,a,4130.0,0,1.0
175,2014-05-29,0,0,0,0,a,0,c,a,4130.0,0,1.0
175,2014-05-28,6362,802,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-27,4435,588,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-26,4987,652,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-25,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-05-24,5384,736,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-23,6333,711,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-22,5662,620,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-21,6399,737,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-20,6414,734,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-19,7765,834,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-18,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-05-17,5849,769,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-16,4853,613,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-15,4397,606,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-14,4600,593,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-13,4749,608,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-12,4605,660,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-11,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-05-10,6236,866,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-09,5965,675,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-08,6171,700,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-07,5723,661,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-06,6570,721,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-05,8308,844,1,1,0,0,c,a,4130.0,0,1.0
175,2014-05-04,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-05-03,5852,763,1,0,0,0,c,a,4130.0,0,1.0
175,2014-05-02,7825,890,1,1,0,1,c,a,4130.0,0,1.0
175,2014-05-01,0,0,0,1,a,1,c,a,4130.0,0,1.0
175,2014-04-30,7866,856,1,1,0,1,c,a,4130.0,0,1.0
175,2014-04-29,7573,790,1,1,0,1,c,a,4130.0,0,1.0
175,2014-04-28,7724,850,1,1,0,1,c,a,4130.0,0,1.0
175,2014-04-27,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-04-26,5950,825,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-25,5157,647,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-24,4643,617,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-23,4991,669,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-22,4725,636,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-21,0,0,0,0,b,0,c,a,4130.0,0,1.0
175,2014-04-20,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-04-19,8512,1089,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-18,0,0,0,1,b,0,c,a,4130.0,0,1.0
175,2014-04-17,9146,1017,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-16,7920,860,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-15,8024,850,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-14,8092,795,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-13,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-04-12,6118,785,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-11,4570,613,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-10,4487,600,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-09,4712,576,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-08,4368,593,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-07,4866,720,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-06,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-04-05,6093,772,1,0,0,0,c,a,4130.0,0,1.0
175,2014-04-04,5327,613,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-03,6623,732,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-02,6368,710,1,1,0,0,c,a,4130.0,0,1.0
175,2014-04-01,7449,776,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-31,8313,834,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-30,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-03-29,5975,794,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-28,4913,611,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-27,4555,600,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-26,4127,574,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-25,4256,603,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-24,4427,617,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-23,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-03-22,5987,767,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-21,6301,696,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-20,4829,629,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-19,5588,664,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-18,6072,725,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-17,7275,792,1,1,0,0,c,a,4130.0,0,1.0
175,2014-03-16,0,0,0,0,0,0,c,a,4130.0,0,1.0
175,2014-03-15,5925,722,1,0,0,0,c,a,4130.0,0,1.0
175,2014-03-14,4423,576,1,0,0,1,c,a,4130.0,0,1.0
175,2014-03-13,4096,571,1,0,0,1,c,a,4130.0,0,1.0
175,2014-03-12,3950,540,1,0,0,1,c,a,4130.0,0,1.0
175,2014-03-11,4408,591,1,0,0,1,c,a,4130.0,0,1.0
175,2014-03-10,4085,601,1,0,0,1,c,a,4130.0,0,1.0
